Easting,Northing,Elevation,Alteration,Cu,Au,Mo,As,Bn,Cp,Cc,Cv,En,Py,Pyr,Mol,Ga,Sph,TS
650504.06,4765466.8,803.86,1,0.09,0.04,4.49,31.8,0,1250,0,0,0,23750,0,0,0,0,25000
650504.86,4765466.85,799.94,1,0.16,0.05,6.97,48.5,0,3000,0,0,0,27000,0,0,0,0,30000
650505.65,4765466.9,796.03,1,0.12,0.04,7.37,136,0,3000,0,0,0,27000,0,0,0,0,30000
650506.05,4765466.92,794.07,1,0.21,0.07,13.75,512,0,7000,0,0,0,28000,0,0,0,0,35000
650506.85,4765466.97,790.15,1,0.12,0.11,74.2,448,0,3500,0,0,0,31500,0,0,0,0,35000
650507.25,4765467,788.19,1,0.07,0.07,82.6,193.5,0,1250,0,0,0,23750,0,0,0,0,25000
650507.65,4765467.02,786.23,1,0.03,0.03,28.3,30,0,1000,0,0,0,19000,0,0,0,0,20000
650508.05,4765467.05,784.27,1,0.02,0.01,11.3,29.2,0,1250,0,0,0,23750,0,0,0,0,25000
650508.45,4765467.07,782.31,1,0.09,0.03,42.1,75.9,0,1500,0,0,0,28500,0,0,0,0,30000
650509.65,4765467.15,776.43,1,0.13,0.02,7.62,23.1,0,1750,0,0,0,33250,0,0,0,0,35000
650510.05,4765467.17,774.47,1,0.17,0.02,4.05,39.7,0,1500,0,0,0,28500,0,0,0,0,30000
650510.45,4765467.19,772.51,1,0.27,0.05,3.1,15,0,1750,0,0,0,33250,0,0,0,0,35000
650510.85,4765467.22,770.55,1,0.35,0.07,11.75,24.9,0,3000,0,0,0,27000,0,0,0,0,30000
650511.25,4765467.24,768.59,1,0.23,0.08,46.3,42.7,0,4000,0,0,0,36000,0,0,0,0,40000
650511.65,4765467.27,766.63,1,0.17,0.02,6.5,8.8,0,4500,0,0,0,25500,0,0,0,0,30000
650512.05,4765467.29,764.67,1,0.11,0.01,4.31,11.4,0,3500,0,0,0,31500,0,0,0,0,35000
650512.45,4765467.32,762.71,1,0.12,0.01,7.52,18,0,3000,0,0,0,27000,0,0,0,0,30000
650512.85,4765467.34,760.75,1,0.05,0.02,9.85,19.7,0,3500,0,0,0,31500,0,0,0,0,35000
650513.25,4765467.37,758.79,1,0.16,0.06,9.77,18.4,0,4500,0,0,0,25500,0,0,0,0,30000
650513.65,4765467.39,756.84,1,0.13,0.03,28.6,11.8,0,5250,0,0,0,29750,0,0,0,0,35000
650514.06,4765467.42,754.88,1,0.27,0.13,19.3,14.8,0,3000,0,0,0,27000,0,0,0,0,30000
650514.48,4765467.45,752.92,1,0.14,0.11,103,11.7,0,3500,0,0,0,31500,0,0,0,0,35000
650515.32,4765467.52,749.01,1,0.04,0.04,6.96,8.1,0,3000,0,0,0,27000,0,0,0,0,30000
650515.73,4765467.55,747.06,1,0.03,0.01,4.15,9.5,0,2500,0,0,0,22500,0,0,0,0,25000
650516.15,4765467.58,745.1,1,0.05,0.06,24.8,21.4,0,4500,0,0,0,25500,0,0,0,0,30000
650516.57,4765467.61,743.15,2,0.19,0.06,26.8,13.7,0,3500,0,0,0,31500,0,0,0,0,35000
650517.41,4765467.68,739.23,2,0.14,0.05,78,23.9,0,6750,0,0,0,38250,0,0,0,0,45000
650518.25,4765467.74,735.32,2,0.21,0.09,80.4,26.1,0,6000,0,0,0,34000,0,0,0,0,40000
650519.08,4765467.81,731.41,2,0.13,0.08,33,90.3,0,3000,0,0,0,27000,0,0,0,0,30000
650519.5,4765467.84,729.46,2,0.22,0.09,120.5,56.7,0,3500,0,0,0,31500,0,0,0,0,35000
650519.92,4765467.87,727.5,2,0.21,0.06,56.3,22.8,0,2000,0,0,0,18000,0,0,0,0,20000
650520.34,4765467.9,725.55,2,0.11,0.02,45.1,16.2,0,3000,0,0,0,27000,0,0,0,0,30000
650520.76,4765467.94,723.59,2,0.16,0.04,59.4,16.9,0,3000,0,0,0,27000,0,0,0,0,30000
650521.18,4765467.97,721.64,2,0.16,0.05,65.7,16.7,0,3000,0,0,0,27000,0,0,0,0,30000
650521.6,4765468,719.68,2,0.16,0.03,68.4,15.7,0,2000,0,0,0,18000,0,0,0,0,20000
650522.85,4765468.1,713.81,2,0.27,0.08,116.5,26,0,2000,0,0,0,18000,0,0,0,0,20000
650523.27,4765468.13,711.86,2,0.14,0.07,57.7,22.3,0,2500,0,0,0,22500,0,0,0,0,25000
650524.95,4765468.26,704.04,2,0.14,0.07,45.3,21,0,4500,0,0,0,25500,0,0,0,0,30000
650525.79,4765468.32,700.13,2,0.1,0.05,63.7,16.8,0,2500,0,0,0,22500,0,0,0,0,25000
650526.21,4765468.36,698.17,2,0.2,0.08,72.2,18.7,0,3000,0,0,0,27000,0,0,0,0,30000
650526.62,4765468.39,696.22,2,0.19,0.05,65.8,11,0,3000,0,0,0,27000,0,0,0,0,30000
650527.04,4765468.42,694.26,2,0.21,0.07,73.8,13.4,0,6750,0,0,0,38250,0,0,0,0,45000
650527.46,4765468.45,692.31,2,0.12,0.06,48.2,13.1,0,3000,0,0,0,27000,0,0,0,0,30000
650527.88,4765468.49,690.35,2,0.14,0.12,71.7,25.2,0,3500,0,0,0,31500,0,0,0,0,35000
650528.3,4765468.52,688.4,2,0.13,0.06,48.8,29.3,0,3000,0,0,0,27000,0,0,0,0,30000
650528.72,4765468.55,686.44,2,0.17,0.06,40.5,31.9,0,6000,0,0,0,34000,0,0,0,0,40000
650529.14,4765468.58,684.48,2,0.13,0.05,25.2,45.6,0,5250,0,0,0,29750,0,0,0,0,35000
650529.56,4765468.62,682.53,2,0.13,0.05,112,37,0,6000,0,0,0,34000,0,0,0,0,40000
650530.81,4765468.71,676.66,2,0.14,0.06,35.3,30.7,0,9000,0,0,0,36000,0,0,0,0,45000
650531.65,4765468.78,672.75,3,0.22,0.05,50.5,17,0,6000,0,0,0,34000,0,0,0,0,40000
650532.07,4765468.81,670.8,3,0.17,0.05,43.9,18,0,3500,0,0,0,31500,0,0,0,0,35000
650532.49,4765468.84,668.84,3,0.29,0.1,82.2,19.1,0,7500,0,0,0,42500,0,0,0,0,50000
650535.42,4765469.07,655.15,3,0.22,0.05,67.1,12.7,0,4000,0,0,0,36000,0,0,0,0,40000
650536.29,4765469.13,651.25,3,0.21,0.05,83.1,19.7,0,4000,0,0,0,36000,0,0,0,0,40000
650537.15,4765469.18,647.34,3,0.17,0.06,22.5,27.8,0,4000,0,0,0,36000,0,0,0,0,40000
650539.32,4765469.33,637.58,2,0.33,0.04,60.8,22.2,0,6000,0,0,0,34000,0,0,0,0,40000
650540.62,4765469.41,631.73,2,0.22,0.06,31.7,11,0,12500,0,0,0,37500,0,0,0,0,50000
650541.48,4765469.47,627.82,2,0.24,0.05,29.5,9.2,0,4000,0,0,0,36000,0,0,0,0,40000
650542.35,4765469.53,623.92,2,0.49,0.08,103,9.1,0,3000,0,0,0,27000,0,0,0,0,30000
650542.78,4765469.56,621.96,2,0.24,0.06,46.1,8.3,0,4000,0,0,0,36000,0,0,0,0,40000
650543.22,4765469.59,620.01,1,0.18,0.11,29.8,7.9,0,6000,0,0,0,34000,0,0,0,0,40000
650543.65,4765469.62,618.06,1,0.24,0.08,59.3,12.7,0,12000,0,0,0,28000,0,0,0,0,40000
650544.1,4765469.64,616.11,1,0.24,0.07,43.1,6.9,0,8000,0,0,0,32000,0,0,0,0,40000
650544.56,4765469.66,614.16,1,0.19,0.11,42.1,7.5,0,10000,0,0,0,30000,0,0,0,0,40000
650545.48,4765469.7,610.27,1,0.1,0.03,22.1,6.1,0,8000,0,0,0,32000,0,0,0,0,40000
650545.94,4765469.72,608.33,1,0.09,0.03,16.15,4.7,0,8000,0,0,0,32000,0,0,0,0,40000
650546.4,4765469.74,606.38,1,0.04,0.02,60.1,4.2,0,6000,0,0,0,34000,0,0,0,0,40000
650546.86,4765469.76,604.43,1,0.1,0.03,11.75,3.3,0,8000,0,0,0,32000,0,0,0,0,40000
650547.78,4765469.8,600.54,1,0.1,0.04,13.95,3.6,0,6750,0,0,0,38250,0,0,0,0,45000
650548.24,4765469.83,598.59,1,0.1,0.04,10.95,3,0,6000,0,0,0,34000,0,0,0,0,40000
650548.7,4765469.85,596.65,1,0.1,0.04,10.5,5,0,6000,0,0,0,34000,0,0,0,0,40000
650549.16,4765469.87,594.7,1,0.13,0.04,30.4,4.4,0,8000,0,0,0,32000,0,0,0,0,40000
650550.54,4765469.93,588.86,1,0.09,0.03,10.7,14.4,0,6000,0,0,0,34000,0,0,0,0,40000
650551,4765469.95,586.92,1,0.11,0.02,13.25,10.5,0,8000,0,0,0,32000,0,0,0,0,40000
650551.92,4765469.99,583.02,1,0.16,0.04,20.5,12.9,0,3000,0,0,0,27000,0,0,0,0,30000
650552.38,4765470.01,581.08,1,0.05,0.02,7.55,8.8,0,6000,0,0,0,34000,0,0,0,0,40000
650552.84,4765470.03,579.13,1,0.09,0.02,20.1,10.5,0,4000,0,0,0,36000,0,0,0,0,40000
650553.76,4765470.07,575.24,1,0.13,0.06,9,17.4,0,3500,0,0,0,31500,0,0,0,0,35000
650554.22,4765470.09,573.29,1,0.13,0.04,8.52,16.5,0,4000,0,0,0,36000,0,0,0,0,40000
650555.6,4765470.15,567.45,1,0.16,0.02,18.45,7.1,0,6000,0,0,0,34000,0,0,0,0,40000
650556.06,4765470.17,565.51,1,0.08,0.01,24.3,7.4,0,3000,0,0,0,27000,0,0,0,0,30000
650556.52,4765470.2,563.56,1,0.08,0.02,18.6,7.6,0,3000,0,0,0,27000,0,0,0,0,30000
650556.98,4765470.22,561.61,1,0.16,0.02,22.7,8.4,0,5250,0,0,0,29750,0,0,0,0,35000
650557.44,4765470.24,559.67,1,0.11,0.05,12.75,15,0,3000,0,0,0,27000,0,0,0,0,30000
650558.36,4765470.28,555.78,1,0.04,0.02,2.93,14.6,0,1250,0,0,0,23750,0,0,0,0,25000
650558.84,4765470.3,553.83,1,0.06,0.02,3.78,8.8,0,1250,0,0,0,23750,0,0,0,0,25000
650559.78,4765470.35,549.95,1,0.04,0.01,3.7,8.5,0,1500,0,0,0,28500,0,0,0,0,30000
650561.2,4765470.42,544.12,1,0.05,0.02,7.25,17.3,0,0,0,0,0,15000,0,0,0,0,15000
650563.57,4765470.53,534.41,4,0.03,0.06,2.24,8.3,0,1000,0,0,0,19000,0,0,0,0,20000
650564.52,4765470.58,530.52,4,0.04,0.01,20.8,9.5,0,3500,0,0,0,31500,0,0,0,0,35000
650564.99,4765470.6,528.58,4,0.09,0.02,31,58.2,0,1700,0,0,0,32300,0,0,0,0,34000
650565.94,4765470.65,524.69,2,0.18,0.02,108,380,0,2250,0,0,0,42750,0,0,0,0,45000
650566.41,4765470.67,522.75,2,0.29,0.02,199,539,0,5000,0,0,0,45000,0,0,0,0,50000
650566.89,4765470.7,520.8,2,0.25,0.02,168,545,0,4500,0,0,0,40500,0,0,0,0,45000
650567.36,4765470.72,518.86,2,0.14,0.01,54.3,285,0,6000,0,0,0,54000,0,0,0,0,60000
650568.31,4765470.76,514.98,2,0.23,0.02,186,271,0,6000,0,0,0,54000,0,0,0,0,60000
650568.78,4765470.79,513.03,2,0.29,0.02,134,487,0,5000,0,0,0,45000,0,0,0,0,50000
650570.68,4765470.88,505.26,2,0.27,0.02,66.3,280,0,5000,0,0,0,45000,0,0,0,0,50000
650571.15,4765470.9,503.32,2,0.41,0.03,161,239,0,5000,0,0,0,45000,0,0,0,0,50000
650573.99,4765471.04,491.66,1,0.21,0.03,78,20.6,0,6750,0,0,0,38250,0,0,0,0,45000
650574.46,4765471.07,489.72,1,0.26,0.03,118,30.1,0,4000,0,0,0,36000,0,0,0,0,40000
650575.41,4765471.11,485.83,1,0.28,0.04,33.4,84.9,0,5000,0,0,0,45000,0,0,0,0,50000
650575.89,4765471.14,483.89,1,0.29,0.01,51.7,144,0,6000,0,0,0,34000,0,0,0,0,40000
650576.36,4765471.16,481.94,1,0.3,0.01,7.8,34.1,0,4500,0,0,0,40500,0,0,0,0,45000
650577.31,4765471.2,478.06,1,0.13,0.03,11.55,36.7,0,3000,0,0,0,27000,0,0,0,0,30000
650577.79,4765471.22,476.12,1,0.15,0.03,9.27,15.4,0,3000,0,0,0,27000,0,0,0,0,30000
650578.29,4765471.24,474.18,1,0.15,0.03,9.38,14.2,0,5250,0,0,0,29750,0,0,0,0,35000
650578.78,4765471.25,472.24,1,0.1,0.02,7.92,12,0,3500,0,0,0,31500,0,0,0,0,35000
650579.28,4765471.26,470.31,1,0.17,0.04,8.99,28,0,4000,0,0,0,36000,0,0,0,0,40000
650580.27,4765471.29,466.43,1,0.09,0.02,6.5,28.7,0,4000,0,0,0,36000,0,0,0,0,40000
650581.26,4765471.31,462.56,1,0.11,0.04,23.6,30,0,7500,0,0,0,42500,0,0,0,0,50000
650582.25,4765471.34,458.68,1,0.19,0.04,29.7,17,0,4500,0,0,0,40500,0,0,0,0,45000
650582.75,4765471.35,456.74,1,0.13,0.04,23.6,16.2,0,4000,0,0,0,36000,0,0,0,0,40000
650583.25,4765471.36,454.81,1,0.19,0.07,25.2,30.5,0,4000,0,0,0,36000,0,0,0,0,40000
650583.74,4765471.38,452.87,1,0.2,0.05,35.2,26.4,0,6000,0,0,0,34000,0,0,0,0,40000
650585.23,4765471.42,447.06,1,0.3,0.02,408,60.4,0,6000,0,0,0,34000,0,0,0,0,40000
650586.22,4765471.44,443.18,1,0.34,0.03,172.5,621,0,5000,0,0,0,45000,0,0,0,0,50000
650586.72,4765471.45,441.24,1,0.13,0.02,75,47.3,0,4500,0,0,0,40500,0,0,0,0,45000
650587.71,4765471.48,437.37,1,0.18,0.03,88.3,27.1,0,3000,0,0,0,57000,0,0,0,0,60000
650588.7,4765471.51,433.49,1,0.27,0.01,123.5,546,0,7500,0,0,0,42500,0,0,0,0,50000
650591.68,4765471.58,421.87,1,0.19,0.03,117,516,0,6000,0,0,0,54000,0,0,0,0,60000
650593.67,4765471.62,414.12,1,0.18,0.03,75.7,614,0,5000,0,0,0,45000,0,0,0,0,50000
650594.17,4765471.62,412.19,1,0.14,0.04,189.5,603,0,5000,0,0,0,45000,0,0,0,0,50000
650596.18,4765471.63,404.44,1,0.46,0.04,117,640,600,12000,0,0,0,47400,0,0,0,0,60000
650596.68,4765471.63,402.51,1,0.29,0.03,67.4,488,0,12000,0,0,0,48000,0,0,0,0,60000
650597.19,4765471.64,400.57,1,0.35,0.05,97.4,583,0,5000,0,0,0,45000,0,0,0,0,50000
650598.19,4765471.64,396.7,1,0.28,0.02,94.6,231,0,12000,0,0,0,48000,0,0,0,0,60000
650598.69,4765471.64,394.76,1,0.18,0.02,65.2,210,0,5500,0,0,0,49500,0,0,0,0,55000
650599.2,4765471.65,392.83,1,0.15,0.03,65.1,226,0,12000,0,0,0,48000,0,0,0,0,60000
650599.7,4765471.65,390.89,1,0.23,0.04,74.2,383,0,5000,0,0,0,45000,0,0,0,0,50000
650600.2,4765471.65,388.96,1,0.26,0.02,56.5,403,0,9000,0,0,0,51000,0,0,0,0,60000
650605.23,4765471.68,369.6,1,0.15,0.02,127.5,50.4,500,12000,0,0,0,37500,0,0,0,0,50000
650606.74,4765471.68,363.79,1,0.06,0.01,20.4,27.1,0,6000,0,0,0,34000,0,0,0,0,40000
650607.74,4765471.69,359.92,1,0.04,0.02,21.6,113,0,6750,0,0,0,38250,0,0,0,0,45000
650608.25,4765471.69,357.98,1,0.06,0.02,23.4,106.5,0,6750,0,0,0,38250,0,0,0,0,45000
650608.76,4765471.69,356.05,1,0.1,0.01,42.7,216,0,7500,0,0,0,42500,0,0,0,0,50000
650609.78,4765471.69,352.18,1,0.11,0.03,14.55,157.5,0,4000,0,0,0,36000,0,0,0,0,40000
650610.8,4765471.69,348.32,1,0.1,0.01,20.7,28.2,0,7500,0,0,0,42500,0,0,0,0,50000
650611.82,4765471.7,344.45,1,0.02,0.01,118,33.6,0,4500,0,0,0,40500,0,0,0,0,45000
650612.84,4765471.7,340.58,1,0.22,0.02,13.75,13,0,6750,0,0,0,38250,0,0,0,0,45000
650613.35,4765471.7,338.65,1,0.08,0.05,11.55,23.7,0,6000,0,0,0,34000,0,0,0,0,40000
650615.9,4765471.7,328.98,1,0.27,0.02,160.5,883,0,9000,0,0,0,51000,0,0,0,0,60000
650616.41,4765471.7,327.04,1,0.34,0.02,550,967,0,8250,0,0,0,46750,0,0,0,0,55000
650616.92,4765471.7,325.11,1,0.16,0.02,148.5,451,0,9750,0,0,0,55250,0,0,0,0,65000
650617.44,4765471.7,323.18,1,0.35,0.03,323,39.8,0,4000,0,0,0,36000,0,0,0,0,40000
650617.96,4765471.69,321.25,1,0.28,0.02,185.5,18,0,4000,0,0,0,36000,0,0,0,0,40000
650618.48,4765471.69,319.31,1,0.33,0.02,232,110.5,0,8500,0,0,0,41500,0,0,0,0,50000
650619,4765471.69,317.38,1,0.51,0.02,188.5,174,0,12500,0,0,0,37500,0,0,0,0,50000
650619.51,4765471.68,315.45,1,0.47,0.02,280,60.4,0,10000,0,0,0,40000,0,0,0,0,50000
650621.07,4765471.67,309.66,1,0.28,0.01,164,196.5,0,12000,0,0,0,48000,0,0,0,0,60000
650625.73,4765471.64,292.27,3,0.26,0.02,166.5,18.9,0,10000,0,0,0,30000,0,0,0,0,40000
650626.25,4765471.64,290.34,3,0.5,0.02,44.3,16.5,0,8000,0,0,0,32000,0,0,0,0,40000
650628.32,4765471.62,282.61,3,0.15,0.02,232,23.4,0,12000,0,0,0,26800,0,1200,0,0,40000
650629.36,4765471.61,278.75,3,0.33,0.02,315,14.8,0,7200,0,0,0,32000,0,800,0,0,40000
650629.89,4765471.62,276.82,3,0.18,0.02,550,23.4,0,7200,0,0,0,32000,0,800,0,0,40000
650630.42,4765471.62,274.89,3,0.21,0.06,230,21.3,0,11250,0,0,0,32850,0,900,0,0,45000
650630.95,4765471.63,272.96,3,0.15,0.02,222,115,0,6000,0,0,0,33200,0,800,0,0,40000
650631.48,4765471.63,271.03,3,0.17,0.02,336,13.2,0,6500,0,0,0,42500,0,1000,0,0,50000
650632,4765471.64,269.1,3,0.23,0.03,210,30.4,0,7500,0,0,0,41500,0,1000,0,0,50000
650632.53,4765471.64,267.18,3,0.35,0.03,276,126.5,0,7500,0,0,0,41500,0,1000,0,0,50000
650633.06,4765471.65,265.25,3,0.28,0.03,184,180,0,8250,0,0,0,45100,0,1650,0,0,55000
650635.18,4765471.67,257.53,3,0.25,0.03,331,53,0,3500,0,0,0,46500,0,0,0,0,50000
650635.71,4765471.67,255.6,3,0.52,0.03,379,28,0,6000,0,0,0,44000,0,0,0,0,50000
650636.76,4765471.68,251.74,3,0.39,0.06,165,11.6,0,2800,0,0,0,37200,0,0,0,0,40000
650638.35,4765471.7,245.96,3,0.26,0.02,143.5,19.2,0,4000,0,0,0,36000,0,0,0,0,40000
650638.88,4765471.7,244.03,3,0.39,0.02,117,16.7,0,6800,0,0,0,33200,0,0,0,0,40000
650639.41,4765471.7,242.1,3,0.4,0.04,143,9.9,0,4000,0,0,0,36000,0,0,0,0,40000
650639.94,4765471.71,240.17,3,0.28,0.04,51,8.3,0,1500,0,0,0,28500,0,0,0,0,30000
650640.46,4765471.71,238.24,3,0.24,0.03,57.3,4.7,0,5100,0,0,0,24900,0,0,0,0,30000
650644.17,4765471.75,224.74,3,0.15,0.05,30.7,8.9,0,3000,0,0,0,27000,0,0,0,0,30000
650645.22,4765471.76,220.88,3,0.18,0.02,22.5,181.5,0,3000,0,0,0,27000,0,0,0,0,30000
650645.75,4765471.76,218.95,3,0.06,0.04,13.25,21.5,0,4000,0,0,0,36000,0,0,0,0,40000
650646.81,4765471.77,215.1,3,0.21,0.04,12.55,446,0,4000,0,0,0,36000,0,0,0,0,40000
650647.34,4765471.78,213.17,3,0.22,0.08,39,28.3,0,6000,0,0,0,34000,0,0,0,0,40000
650648.94,4765471.8,207.39,3,0.48,0.29,87.5,266,0,10000,0,0,0,40000,0,0,0,0,50000
650651.09,4765471.85,199.68,3,0.92,0.31,55.9,169.5,0,20000,0,0,0,60000,0,0,0,0,80000
650651.63,4765471.86,197.75,3,1.56,0.55,182.5,955,0,21000,0,0,0,49000,0,0,0,0,70000
650652.7,4765471.89,193.9,3,0.58,0.32,62.5,140,0,20000,0,0,0,80000,0,0,0,0,100000
650653.24,4765471.9,191.97,3,0.22,0.32,89.4,49.3,0,9000,0,0,0,51000,0,0,0,0,60000
650661.3,4765472.09,163.08,3,0.46,0.16,196,22.1,0,10500,0,0,0,59500,0,0,0,0,70000
650661.84,4765472.1,161.15,3,0.88,0.1,192.5,26.7,0,15000,0,0,0,45000,0,0,0,0,60000
650668.29,4765472.26,138.04,3,1.11,0.15,258,175.5,0,5000,0,0,0,45000,0,0,0,0,50000
650668.83,4765472.27,136.11,3,0.51,0.06,34.9,18.3,0,6750,0,0,0,38250,0,0,0,0,45000
650669.37,4765472.29,134.19,3,0.58,0.06,25.7,5.8,0,8800,0,0,0,31200,0,0,0,0,40000
650669.91,4765472.31,132.26,3,0.5,0.07,50,8,0,12500,0,0,0,37500,0,0,0,0,50000
650671.53,4765472.36,126.48,3,0.7,0.1,52.7,27.1,0,8800,0,0,0,31200,0,0,0,0,40000
650675.32,4765472.47,113.01,3,0.74,0.16,61.5,9.7,0,12000,0,0,0,18000,0,0,0,0,30000
650676.4,4765472.51,109.15,3,1.02,0.22,161.5,14.9,0,18000,0,0,0,12000,0,0,0,0,30000
650676.94,4765472.53,107.23,3,0.7,0.21,87.2,11.7,0,18000,0,0,0,12000,0,0,0,0,30000
650678.02,4765472.56,103.38,3,0.28,0.07,46,19.7,0,9000,0,0,0,11000,0,0,0,0,20000
650678.56,4765472.58,101.45,3,0.51,0.07,93.8,8.5,0,10000,0,0,0,15000,0,0,0,0,25000
650679.1,4765472.59,99.53,3,0.15,0.13,36.1,25.9,0,6000,0,0,0,24000,0,0,0,0,30000
650683.43,4765472.73,84.12,3,0.56,0.04,68,29.6,0,6000,0,0,0,4000,0,0,0,0,10000
650683.97,4765472.74,82.2,3,0.35,0.03,94.5,11.1,0,4000,0,0,0,6000,0,0,0,0,10000
650684.51,4765472.76,80.27,3,0.35,0.04,69.1,8.5,0,6750,0,0,0,8250,0,0,0,0,15000
650685.05,4765472.78,78.35,3,0.32,0.05,77.3,35.3,0,7500,0,0,0,7500,0,0,0,0,15000
650686.13,4765472.81,74.5,3,0.31,0.2,72.4,64.9,0,3000,0,0,0,7000,0,0,0,0,10000
650686.67,4765472.83,72.57,3,0.22,0.02,66.2,16.6,0,5000,0,0,0,5000,0,0,0,0,10000
650233.13,4765098.6,1121.6,3,0.21,0.02,45.4,11.4,0,750,1500,0,0,12750,0,0,0,0,15000
650229.85,4765098.47,1103.91,3,0.25,0.03,19.35,25,0,2250,0,0,0,12750,0,0,0,0,15000
650228.75,4765098.43,1098.01,3,0.31,0.07,35.4,19.7,0,4000,0,0,0,16000,0,0,0,0,20000
650228.02,4765098.4,1094.07,3,0.31,0.25,13.4,50.8,0,9000,0,0,0,21000,0,0,0,0,30000
650227.29,4765098.37,1090.14,3,0.25,0.17,98,79.9,0,9500,0,0,0,15000,0,500,0,0,25000
650226.2,4765098.32,1084.24,3,0.17,0.05,12.1,26,0,1000,0,0,0,9000,0,0,0,0,10000
650225.83,4765098.31,1082.28,3,0.13,0.06,13.95,25.3,0,2250,0,0,0,12750,0,0,0,0,15000
650225.47,4765098.29,1080.31,3,0.11,0.02,10.5,11.2,0,2250,0,0,0,12750,0,0,0,0,15000
650225.1,4765098.28,1078.34,3,0.13,0.03,13.85,22.9,0,5000,0,0,0,15000,0,0,0,0,20000
650224.74,4765098.26,1076.38,3,0.17,0.06,23.4,26.9,0,3750,0,0,0,11250,0,0,0,0,15000
650224.37,4765098.25,1074.41,3,0.19,0.15,35.7,40.5,0,8750,0,0,0,26250,0,0,0,0,35000
650224.01,4765098.23,1072.44,3,0.52,0.21,69.3,120.5,0,12250,0,0,0,22750,0,0,0,0,35000
650223.28,4765098.2,1068.51,3,0.43,0.12,62.9,37.3,0,9000,0,0,0,21000,0,0,0,0,30000
650222.91,4765098.19,1066.54,3,0.33,0.15,36.9,60.5,0,6250,0,0,0,18750,0,0,0,0,25000
650221.82,4765098.14,1060.65,3,0.47,0.17,61.5,68.6,0,4000,0,0,0,16000,0,0,0,0,20000
650220.36,4765098.1,1052.78,3,0.32,0.13,27.2,90.3,0,4000,0,0,0,16000,0,0,0,0,20000
650219.99,4765098.09,1050.81,3,0.38,0.1,26,42.8,0,1000,0,0,0,9000,0,0,0,0,10000
650219.63,4765098.08,1048.85,3,0.73,0.12,32.1,48.7,0,11400,0,0,0,18000,0,600,0,0,30000
650219.26,4765098.07,1046.88,3,0.33,0.11,10.15,22.2,0,3000,0,0,0,7000,0,0,0,0,10000
650218.89,4765098.06,1044.92,3,0.36,0.22,23.1,45.2,0,12000,0,0,0,18000,0,0,0,0,30000
650218.53,4765098.05,1042.95,3,0.43,0.16,30.7,49.4,0,12000,0,0,0,18000,0,0,0,0,30000
650218.16,4765098.05,1040.98,3,0.32,0.06,35,24,0,6000,0,0,0,14000,0,0,0,0,20000
650216.7,4765098.01,1033.12,3,0.81,0.63,59.7,73.1,0,12000,0,0,0,15600,0,2400,0,0,30000
650216.33,4765098.01,1031.15,3,0.81,0.65,33.5,65.9,0,14000,0,0,0,20300,0,700,0,0,35000
650215.97,4765098,1029.19,3,0.35,0.09,18.15,45.7,0,5000,0,0,0,15000,0,0,0,0,20000
650214.87,4765097.97,1023.29,3,0.26,0.93,15.6,78.9,0,5000,0,0,0,15000,0,0,0,0,20000
650214.14,4765097.96,1019.35,3,0.14,0.23,13.15,56.1,0,3000,0,0,0,12000,0,0,0,0,15000
650213.78,4765097.95,1017.39,3,0.12,0.03,17.65,16.2,0,3000,0,0,0,12000,0,0,0,0,15000
650212.68,4765097.92,1011.49,3,0.37,0.14,16.55,75.9,0,7500,0,0,0,17250,0,250,0,0,25000
650212.31,4765097.92,1009.52,3,0.19,0.39,21.4,92.8,0,4000,0,0,0,16000,0,0,0,0,20000
650211.95,4765097.91,1007.56,3,0.13,0.3,8.14,48.4,0,3000,0,0,0,12000,0,0,0,0,15000
650211.58,4765097.9,1005.59,3,0.2,0.3,42.9,112,0,6500,0,0,0,17500,0,1000,0,0,25000
650210.85,4765097.88,1001.66,3,0.17,0.32,23.1,163.5,0,10500,0,0,0,19500,0,0,0,0,30000
650210.12,4765097.87,997.72,3,0.37,0.1,21.6,45,0,13750,0,0,0,11250,0,0,0,0,25000
650207.93,4765097.82,985.93,3,0.36,0.08,27.8,24.4,0,10250,0,0,0,13750,0,1000,0,0,25000
650207.56,4765097.81,983.96,3,0.2,0.08,21.2,31.9,0,10250,0,0,0,13750,0,1000,0,0,25000
650207.19,4765097.8,981.99,3,0.24,0.33,94,101,0,8750,0,0,0,16250,0,0,0,0,25000
650206.83,4765097.79,980.03,3,0.22,0.12,16.85,84.5,0,11100,0,0,0,18000,0,900,0,0,30000
650205.37,4765097.76,972.16,3,0.33,0.73,83.6,143,0,10000,0,0,0,15000,0,0,0,0,25000
650205,4765097.75,970.2,3,0.19,0.21,25,76.9,0,6000,0,0,0,14000,0,0,0,0,20000
650204.27,4765097.74,966.26,3,0.22,0.04,21.5,34.4,0,3000,0,0,0,12000,0,0,0,0,15000
650203.9,4765097.73,964.3,3,0.31,0.05,89.2,80.6,0,12000,0,0,0,18000,0,0,0,0,30000
650203.54,4765097.72,962.33,3,0.32,0.05,14.8,59.9,0,7500,0,0,0,17500,0,0,0,0,25000
650202.81,4765097.7,958.4,3,0.27,0.04,17.2,45.4,0,8750,0,0,0,16250,0,0,0,0,25000
650202.44,4765097.69,956.43,3,0.2,0.23,10.1,101,0,5000,0,0,0,15000,0,0,0,0,20000
